POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
48,JP Duminy,7,7,2,157,42*,31.40,131,119.84,0,0,13,5
49,Harbhajan Singh,15,7,3,105,49*,26.25,63,166.66,0,0,12,5
50,Rajagopal Sathish,12,11,4,112,24,16.00,96,116.66,0,0,11,0
51,Brad Hodge,4,4,0,99,50,24.75,90,110.00,0,1,11,1
52,Albie Morkel,14,11,3,198,62,24.75,131,151.14,0,1,10,13
53,Paul Collingwood,8,7,2,203,75*,40.60,156,130.12,0,3,9,13
54,Wriddhiman Saha,13,7,4,67,22,22.33,53,126.41,0,0,9,1
55,Owais Shah,5,5,3,115,58*,57.50,95,121.05,0,1,7,5
56,AB de Villiers,7,7,0,111,45,15.85,119,93.27,0,0,7,0
57,Kedar Jadhav,5,5,2,76,50*,25.33,56,135.71,0,1,7,2
58,Ryan McLaren,10,7,4,66,40,22.00,69,95.65,0,0,7,0
59,VVS Laxman,6,6,1,64,22,12.80,60,106.66,0,0,7,1
60,Piyush Chawla,14,6,1,62,22,12.40,60,103.33,0,0,7,0
61,Graeme Smith,2,2,0,44,26,22.00,39,112.82,0,0,7,0
62,Parthiv Patel,4,4,0,72,57,18.00,79,91.13,0,1,6,2
63,Anirudh Singh,5,4,0,63,40,15.75,66,95.45,0,0,6,1
64,Tillakaratne Dilshan,6,6,0,44,17,7.33,53,83.01,0,0,6,0
65,David Hussey,6,6,2,94,31,23.50,86,109.30,0,0,5,5
66,Aditya Tare,7,4,0,50,23,12.50,36,138.88,0,0,5,3
67,Adrian Barath,3,3,1,42,33,21.00,42,100.00,0,0,5,1
68,Shanthakumaran Sreesanth,6,3,3,27,15*,-,21,128.57,0,0,5,0
69,Paras Dogra,9,8,0,107,41,13.37,106,100.94,0,0,4,5
70,Abhishek Nayar,3,3,1,58,27,29.00,51,113.72,0,0,4,2
71,Ajit Agarkar,7,4,3,40,17,40.00,29,137.93,0,0,4,0
72,Daniel Vettori,3,3,2,33,19*,33.00,27,122.22,0,0,4,0
73,Sanath Jayasuriya,4,4,0,33,23,8.25,31,106.45,0,0,4,1
74,Andrew McDonald,4,3,3,65,33*,-,52,125.00,0,0,3,2
75,Dwayne Bravo,10,8,1,61,23,8.71,53,115.09,0,0,3,4
76,Abhishek Raut,6,5,3,56,32*,28.00,48,116.66,0,0,3,3
77,Cameron White,7,5,3,48,21*,24.00,33,145.45,0,0,3,3
78,Laxmi Ratan Shukla,4,2,0,36,19,18.00,26,138.46,0,0,3,2
79,Bodapati Sumanth,5,4,3,35,16,35.00,37,94.59,0,0,3,0
80,Aditya Dole,3,2,0,34,30,17.00,22,154.54,0,0,3,1
81,Venugopal Rao,6,5,1,34,24,8.50,43,79.06,0,0,3,1
82,Rahul Sharma,6,4,1,29,14*,9.66,26,111.53,0,0,3,1
83,Sridharan Sriram,1,1,0,27,27,27.00,29,93.10,0,0,3,0
84,Zaheer Khan,14,4,3,24,23*,24.00,13,184.61,0,0,3,1
85,Siddharth Trivedi,11,4,2,20,9,10.00,14,142.85,0,0,3,1
86,Chandan Madan,1,1,0,15,15,15.00,19,78.94,0,0,3,0
87,Ross Taylor,7,7,3,88,31*,22.00,75,117.33,0,0,2,6
88,Ryan Harris,8,5,1,45,15,11.25,39,115.38,0,0,2,2
89,Michael Hussey,3,3,1,37,15,18.50,44,84.09,0,0,2,0
90,Eoin Morgan,6,4,1,35,17,11.66,30,116.66,0,0,2,1
91,MF Maharoof,7,4,1,31,28,10.33,23,134.78,0,0,2,2
92,Ravichandran Ashwin,12,6,2,30,11*,7.50,40,75.00,0,0,2,0
93,Mohammad Kaif,4,3,0,28,14,9.33,30,93.33,0,0,2,0
94,Ashish Nehra,4,2,1,23,22*,23.00,20,115.00,0,0,2,1
95,Murali Kartik,10,2,0,22,21,11.00,22,100.00,0,0,2,0
96,George Bailey,1,1,0,18,18,18.00,27,66.66,0,0,2,0
97,Sumit Narwal,5,3,1,14,12,7.00,12,116.66,0,0,2,0
98,Dale Steyn,15,4,0,13,8,3.25,17,76.47,0,0,2,0
99,Moises Henriques,1,1,0,11,11,11.00,5,220.00,0,0,2,0
100,Shreevats Goswami,1,1,0,8,8,8.00,10,80.00,0,0,2,0
